title,course,week,lecture,text
Pillars of machine learning,MLF,Week 7,7.1,"Machine Learning Foundations Professor Arun Rajkumar Department of Computer Science & Engineering Indian Institute of Technology Madras Pillars of machine learning Hello, everyone. My name is Arun Rajkumar and I am an instructor for the Foundations of Machine Learning Theory course. Today, we are going to look at introduction to optimization, intro to optimization.  So, what is optimization and why do we care about optimization in a machine learning context? So, according to me there are three pillars of machine learning, rather, so to say, the three foundational pillars of machine learning. I am going to call these pillars P1, P2 and P3 and what are these pillars ? So, what are the mathematical pillars on which the theory of machin e-learning rests?  So, these pillars are linear algebra, probability and optimization. And the focus of my topic would be to look at the introduction to optimization. Now, why do I call these three mathematical areas as the pillars of machine learning for the simple reason that any machine learning problem to understand in detail, you would need some amount of understanding of each of these three pillars. So, let us take a simple example and try to understand the following.  So, let us say you have a data set where, let us say, you are capturing the height and weight of people in a room, height and weight, let us say, height is in centimeters and weight is in kilograms. And now, if we plot this in a two-dimensional plane, you are going to get points like this, so where each point represents one particular person. Now, the question is, if there is a new person who enter s this room, and let us say, I know the height of this person, let us say the height was somewhere here. Now, if I want to predict the weight of this person, how would I go about doing this? Now, of course, we are not going to look at the algorithm or anything of that sort in this course. But let us try to understand what are the fundamental building blocks of this problem. Well, by looking at this graph, one might be tempted to say that there is some relation between the height and the weight. And in particular, this relation seems to be a linear relation. What does that mean? Well, if the height increases, the weight also seems to increase overall on an average and if the height decreases so does the weight, and it increases in a proportional way and so we are going to call this a linear relation.  Now, of course, once you have found out what this linear relation is or what is the line that kind of be st represents the height -weight relation between people in a room, then given the height of a person, it is going to be very easy to predict the weight.  You just find the value that, value corresponding to that height on this particular line. Now, this see ms simple, but there are a lot of things that have gone in the background to come, to arrive at this particular solution.  The first thing that we assumed here was that the height and weight are linearly related. So, there is a linear relationship between the parameters of interest. And to understand linear relationship between data, one resorts to mathematical foundational ideas in linear algebra. So, this is to understand the structure or relationship between data. So, why linear, why can't relationship bet ween data be non-linear ? Of course, they can be nonlinear as well. And, but the simplest structural relationship between data is a linear relationship.  And it turns out that once you understand the linear relationship very well, in a lot of cases you may a LSO be able to understand the non-linear relationship model and understand the non-linear relationship very well as well. So, the linear algebra part comes because we want to understand the structure in data very well. Of course, again, let us look at the same example. Now, we observe that, well, there is a linear relationship between weight and height agreed, but then it does not really mean that for every point in the data set, which means that for every person whose weight and height we have captured, the weight and height exactly falls on a single line.  So, for instance, if it was the case that all the weight and height points fell on the same line, this point here should actually have been here. None of the points, in fact, in this particular data set fall on the line that I have drawn, yet we believe that well this is a linear relationship. Now, what does this mean ? It means that, overall, there is a linear structure in the data and everything else that is not pertaining to this linear relationship, we are going to think of that as some kind of noise.  So, in this particular case, the see extra bits are not so significant that they can be considered as noise in the data.  Now, these noise could arise from different sources, because of measurement error, because of incorrect measurements, because of missing measurements, and so on and so forth. So, in some way you not only have to understand the structure in data, but it is also important to understand and model noise or what I will call us uncertainty in that a. So, we want to model noise or uncertainty in data. And the mathematical way to deal with uncertainty or noise in data is, of course, the language of probability.  Well, all is good so far. So, we have somehow understood how to deal with structure using the language of linear algebra and how to deal with noise using the language of probability. Now, where does optimization come into picture? So, why should I care about optimization ? It seems that, well, if you know the structure, i f you can model the uncertainty things are over, well, not quite. To give an example, for the same data set which we think has a linear relationship between height and weight and let us say we have somehow modeled the uncertainty in data as well, well, there is no single way to describe linear relationship between height and weight.  In other words, there is not a single line. So, there can be infinite possibilities for lines which relate the height and weight. So, this is line one, this is line two, this is line three, and so on. So, you can choose your favorite line and that can maybe, of course, it relates the height and weight. But the question is, is this the line that really relates the height and weight in the data that I actually observed? So, which means that among several possibilities, several possible way of structurally relating the input and output, I care about that way which in some sense best relates the input to the output in this particular example or, in general, best represents the relationship between the data points. Now, when the moment you have a notion of best, so you want to understand what is the best way to do certain things. Well, that is where you need to come into the world of optimization. So, basically, you have a bunch of lines, infinite possibility of lines, and then among those infinite lines, you are picking one line and saying that, hey, this is the line that really I think represents the relation between height and weight in this data. And how do I decide on this line? Well, basically, that is where the notion of optimization comes into picture. Basically, optimization is the mathematical tool that allows us to convert data to decisions. Of course, you need structure, you need to model the structure, of course, you need to model the noise or you née d to handle uncertainty in one way or other. But more than that, you need to finally convert your data to decisions, and sorry about that, you need to convert data to decisions and the mathematical way to do that is using the language of optimization.  So, with these three pillars, then we can build the palace of machine learning on top of this so to say. So, today's goal and the following few lectures goal is going to understand the ideas behind optimization from a very basic point of view. We would not really go into the depths of optimization. It is a rich theory in itself with the research done as we speak. But what we are going to understand here is are some kind of basic ideas of optimization which will help us navigate through this world of machine learning and data science. So, with that intro, we will get started. "
Introduction to Optimization,MLF,Week 7,7.2,"Machine Learning Foundations Professor Arun Rajkumar Department of Computer Science & Engineering, Indian Institute of Technology Madras Introduction to Optimization Welcome back. So, we are trying to understand why optimization on. And we said that the reason why we need optimization is to convert data to decisions. So, in machine learning why do we care about optimization? Well, one way to answer this would be to say that we always care about finding, let us say, for example, if we are in supervised learning, we care about finding the best classifier. So, there are different ways to classify, let us say, an email a spam or not spam. And given a data where some data points are spam emails and some data points or non -spam emails and now given a new email, you want to understand whether this email is spam or not and there are so many classifiers that can take an input email and then classify it as spam or not spam, but somehow we need to understand which is the best classifier. So, that is this notion of best that comes in. But then best is kind of a vague notion. I mean, just describing it like that. So, we need to understand what do we really mean by best ? So, often, when I say best, it means that, well, there are multiple ways of describing best depending on what you want to do. One particular example could be the best classifier is the one that has some kind of the least loss. Well, you define something called an s a loss, and then among all possible classifiers, you look at the classifi her that has the least loss, and the one that has the least loss is what is called as the best classifier. Of course, now, that begs the question, what do you mean by a loss?  So, well, the specific way of defining loss will depend on what problem you are looking at, what specific paradigm in machine learning you are looking at and so on. And that is not the goal here. But I wanted to give a brief view that, well, in machine learning, you are always after the best something, it could be a classifier, the best representation for data, whatever it is. And in some sense the best would translate to either the least something, could be the least loss, or in some cases, it could be the maximum reward. And again, I am not defining what reward is here. It depends on the problem at hand. And we will see a lot of examples as to what this loss could be and what these rewards could be as we go along in this course. For the moment, let me leave it at that and say that optimization is extremely fundamental to understand machine learning algorithms, because machine learning algorithms always want to make a decision in the best possible way and best is either minimizing loss or maximizing reward and things like that. So, there is always least or maximum that comes into picture.  So, with that introduction to why optimization is relevant to machine learning, now we are going to take a step back and understand the basics of optimization itself. So, what does it mean to say you are optimizing something and how do you optimize it? So, what is the algorithmic way to go about optimizing whatever we want to optimize?  So, to do this, we are not going to think about machine learning at the point. A t this point, we are going to think about a more broad framework of optimization and we will try to understand optimization in a more general way. Of course, we will relate it to specific machine learning problems as we go along in this course, but for the moment, we will go to step back a bit and say that, hey, I am going to understand optimization it self as a general mathematical approach, and then we will try to apply it to machine learning problems.  So, with that, let us start with a simple example. And I hope this example will illustrate the different things that one needs to keep in mind while coming up with an optimization problem. So, the example is a cooked up example. Nevertheless, it illustrates what we want to do very well. So, let us try to understand what this example is. So, let us say you have a field, so an acre of field. Let us say, this is a square field, which we are going to think of this as a 2 cross 2 grids, where the left bottom part is what is the origin. So, this is the point 0, 0. Now, what happens in this field? Well, at some point in this field, let us say, the point 20, 30, there is a cow. A cow is at 20, 30. So, this is the point which corresponds to 20 on the x-axis, 30 on the y-axis and that is the position of a c ow. Now, what is this cow doing? So, well, the cow is tied to, let us say, a one, let us say, a rope. So, cow tied to a let us say, 10 unit radius rope. So, there is a rope that you have tied to the neck of the cow and the length of the rope is, let us say, 10 units, in whatever units we are measuring this fields length itself.  What does that mean in this picture? Well, if the cow is at 20 , 30 and if it is tied to a rope at, which is of length 10 units, then where are the positions where the cow can reach in this field, on this field? So, pause for a second and try to think about that problem. It is not hard. But I would encourage you to pause and think. Well, because the rope is 10 units long, the cow is going to is, going to be able to move 10 units in any possible directions in the field. And it cannot move more than 10 units. So, let me make this slightly larger to make the point clear her. So, now if you want to understand the set of all points where the cow can move to, well, it is going to simply be a circle. My circles are bad, but hope that should be okay. Anyway, imagine that a circle and of radius 10. So, that is where the c ow is allowed to move, simply because it is tied to this rope, which is 10 units long. I erase this part and just leave the circle there.  Now, what else? What are, what else is happening in this picture? Well, the other thing that is there in this picture is that there is a perpendicular fence. So, there is a perpendicular fence that passes through, let us say, the point 30 or rather, let me say, let us say, the point 25, 0. So, there is a perpendicular fence. Now, let us try to understand that in this picture using a different color. So, there is a perpendicular fence, let us say at point 25 , 0, so this is 25, 0. And of course, the previous point is 20, 0. Now, how does the perpendicular fence look like? Well, it is going to look like this. It is going to be a straight line. And because of this fence, the cow will not be able to move further away from this fence. So, that is another restriction so to say on the cow. So, now what is the where are we getting at with all this ? Now, I am also going to say that there is one more point here. So, there is some grass on the field at, let us say the position 40, 40. So, where is 40, 40? Well, 40, 40 is somewhere here and this is grass. This is the position where you have grass.  So, this is the setup. You have a cow and the cow is tied to a rope and there is a perpendicular fence running at some point in the field and there is grass at some point in the field. Now, in this setup, the question that I am going to ask is how close can the cow get to the grass? So, this is the question that I want to answer.  So which means that the cow is allowed to move wherever it is allowed to move with its restrictions with respect to the rope and the fence.  With these two restrictions, it can reach t o some point where it is closest to the grass. Maybe it reaches the grass itself. Well, in that case, it will eat the grass. Otherwise, it will reach as close to the grass as possible. So, now the question we are asking is, how close can the cow get to the grass? And we want to understand this in a more mathematical framework and that is what we are going to do next.  So, we have set up the problem. So, now we want to understand what exactly are we measuring? So, what are we east ring? What are we, what is our goal? So, what are we trying to find? Well, the question asked was, how close can the cow get to the grass or the fodder? Which means that we are measuring distances in some sense and what is exactly the distance that we are measuring? Well, we want to measure the distance from the grass. So, the distance from grass, that is what we are trying to measure. And of course, we said that the grass is at 40, 40. Now, for any position x, y of the cow, or let me call it x 1, x2 of the cow, we are trying to measure how close it is, is that position to the position 40, 40. So, say cow is at the position x1, x2, where x 1 is the horizontal axis and x 2 is the vertical axis as measured from the origin that we looked at earlier. Now, if the cow is at x 1, x2 and we wanted to underset and its distance from the grass which is at 40, 40, well, how do we find this distance? Well, the 40, 40 point is somewhere here, 40, 40 and let us say the cove is at some x 1, x2 and we want to understand what is this length. So, how much is this?  Well, this is easy to compute. So, this i s simply the distance of x 1, x2, 40, 40, and I am sure all of us has seen this at some point in our schools. So, this is simply x 1 minus 40 squared plus x2 minus 40 squared, of course, that is a square root there which will be the distance, but let us think of this as the squared distance, which means that it is simply x 1 minus 40 squared plus x2 minus 40 squared. So, now what we want to do with this distance. So, the next question is, what do we want to do? So, what to do with this distance?  Well, our goal is to make this distance as small as possible. So, that is our goal, because we want the cow to get as close to the grass as possible, which means that we want the distance to the grass to be as small as possible, which means that we want to find that position of cow which will have the least distance to the grass. Well, if you think of the position of cow as x 1, x2 then the distance of the grass is exactly what we just g ave. So, which means that our goal then, let me read it here, is to minimize over x 1 and x 2, x1 minus 40 squared plus x2 minus 40 squared.  Well, is that all it? So, if I had to find the answer to this problem, it means that I am asking, well, the cow is at some point, but then how close can it get to the grass. I have not taken into account the rope yet, and they have not taken into account the fence set. If I do not take that into account, of course, the cow does not have a rope and there is no fence when o f course the cow can reach the grass itself, which means that the answer to this would be the minimum distance is 0 and the point is 40, 40. So, but then we do have some restrictions on the movement of the cow. And we have to somehow incorporate those restrictions into the problem.  Well, there are two restrictions. The first restriction is what we call as the, well, the rope restriction. The second one is the fence restriction. Let us try to understand what is the rope restriction d o to our problem. Well, the rope restriction would tell me that I can not choose arbitrary x 1 and x 2 as positions of the cow, because the rope is restricting me only certain x 1 and x 2 where the cow can actually be present. And these restrictions we know that if the cow is at 20, 30, then the rope restriction would only allow me to move to a radius of 10 units. So, which means that, how do I mathematically formulize that? I formalize that by saying that whatever x 1, x2 that I finally find as answer, it necessarily has to satisfy x1 minus 20 squared plus x 2 minus 30 square. Well, what am I trying to say? I am trying to see what is the distance from 20, 30, which is the initial position of the cow to where all it can eventually end up with.  So, we know that it has to be in this region of the circle, which means that this value necessarily has to be less than or equal to the square of the radius. So, in this case the radius is 10 units long, so which means that this is going to be less than or equal to 10 square. So, this is we at the rope restriction is forcing me to choose an x 1 and x 2 with certain constraints. So, this is the rope restriction.  Of course, there is one more restriction which is the fence restriction.  Now, what is the fence restriction say ? The fence restriction says that there is a perpendicular fence that runs at the point so 30 , sorry, that runs through the point 25, 0. So, which means that, if I have to convert that into an equation, now what does the fence restriction t ell me in terms of x 1 and x 2, the set of all positions where the cow can could, can potentially could be.  Forgetting the rope for the moment, if you only focus on the fence, well, the fence is passing through 25, 0. Well, it can be, the cow can be anywhere on this region, in this region. So, that is what the fence restriction says. It cannot pass the fence, which means that it is okay to be anywhere on the left side of the fence.  Now, how do I codify that in terms of equation? Well, I would simply say that the fence restriction ayes, w ell, the only restriction that it is putting me is on the horizontal axis.  I do not care where the cow moves in the vertical axis, at least the fence does not restrict the cow to move, cow’s movement in the vertical direction. It only restricts it in the horizontal direction, which means that the restriction is that x 1, which is the horizontal direction in which the cow can move, has to be necessarily less than or equal to 25.  So, now, we have converted our problem into a mathematical problem which ca n be solved. So, we have the problem as follows minimum x 1, x2, x1 minus 40 squared plus x 2 minus 40 squared such that two things happen x 1 minus 20 square plus x 2 minus 30 square is less than 100, less than or equal to 100 and x1 is less than or equal to 25. So, now, this is an example of an optimization problem. Now, we have set up the optimization problem. Now, we will understand it in a more general framework next.  So, now we are going to understand whatever optimization problem we just set up in a more general form. So, the general form of an optimization problem then is as follows. We want to minimize some function of x. So, this x can be, in general, let us assume this x can be anywhere in RD, the D dimensional real space. In the cow example, this was a two-dimensional space. In our example, it can be anything. So, in the, sorry, in the general form it can be anything, x can be RD. Now, we also had some restrictions on the moment of cow now that will translate in the general form as, well, there are some constraints on what x could be. And one way to say this is to say that there are a bunch of constraints f unctions which determine where x can lie. So, on these constraints, in this case, our g1 of x is less than or equal to 0, g2 of x is less than or equal to 0 and so on till g k of x less than or equal to 0.  So, in the previous example, in the cow example there was only one, there were only two constraints, one was the rope constraint, other was the fence constraint, which me and that g 1 of x would be the rope constraint and let us say g 2 of x would be the fence constraint.  In addition to this, there may be problems where you also have a constraint which is not a less than or equal to constraint, but it might be an equal to 0 constraint. So, the constraint could be he of x equal to 0 for all j equals 1 to L. Think of it as maybe you have e a specific value for a budget and you want to spend that much amount and that can be, for instance, codified as an equality constraint. So, this is a very general form of an optimization problem.  Now, it has a lot of components. Let us just give these components names so that in our interaction, as we go along, we will use these name s so that it becomes clear what we are talking about. The function that we are trying to minimize in this case is what we will call as the objective. So, what is our objective in the previous case, in the cow example, our objective was to minimize the distance to the grass, so that was our objective.  Now, the value that you will eventually end up finding, so your parameter of interest is what we will sometimes call an s variable on which you are optimizing, or sometimes it is also in machine learning parlance, this will also be called as parameter. So, in the case of the c ow example, again, this is the position of the cow, s o, and that was a two-dimensional parameter. In general, it could be a D dimensional parameter. Now, what are these ? Well, these restrict the value that the parameters can take and we are going to call these as constraints. Specifically, we will call the one, the constraints where j of x is less than or equal to 0 as inequality constraints and the case where j of x is equal to 0 as equality constraints.  Now, here is a quick question for all of you. Well, the way I have written this has a certain form. So, I am trying to minimize an objective subject to certain inequality and equality constraints. And the inequality constraints are always of the form j of x is less than or equal to 0. And the equality constraints are always of the form h j of x equal to 0. Now, in the co w example, there was no 0 on the right-hand side. So, we said that the inequality constraint was that the distance, the cow is tied to a rope, which is of radius 10, and we converted it to an equation.  Now, this is what I am claiming as a general form what you are seeing now. Now, the question to you is, can you always put any inequality constraint into this form and any equality constraint into this form? That is a simple question. But then think about it. The second question is that this, the form that we have stated here is an objective which we want to minimize.  In some cases, if the objective is reward, you might want to maximize it. So, now, do we need a separate whole theory for that or do you think is it possible to convert a maximization problem into an equivalent minimization problem? If so, how would you do about it? Go about doing it. So, think about that as well. So, these are two questions for you to ponder and think about. So, with that, we have given the general form of optimization problem. Now, it begs the question, well, fine, now, we know how to convert our problem into an optimization problem, we understand the basic structure of an optimization problem, now how do we solve the problem? So, that is the most important part.  Well, I know how to set up the cow's problem as a proper mathematical question, optimization problem in the general form, but how do I go about solving this. So, how do I finally get the answer ? What is the algorithm to get the answer ? And that is what we are going to start developing next. "
